,축제명,시도명,시군구명,법정동 코드,법정동 이름,도로명주소 코드,도로명주소,zip_cd,위도,경도,축제일,연,월,일,방문객수
0,블루거제페스티벌,경상남도,거제시,4831010200.0,장승포동,483000000000.0,경상남도 거제시 장승로 145 (장승포동),53322.0,34.86717826,128.7233592,20190731,2019,7,31,19691
1,바다로 세계로,경상남도,거제시,4831010900.0,고현동,483000000000.0,경상남도 거제시 계룡로 125 (고현동),53257.0,34.88052883,128.6208143,20190801,2019,8,1,26327
2,희망달서 큰잔치,대구광역시,달서구,2729011000.0,장기동,273000000000.0,대구광역시 달서구 문화회관길 160 (장기동),42699.0,35.84285866,128.52212409999998,20201016,2020,10,16,16633
3,와룡민속한마당,대구광역시,달서구,2729010800.0,이곡동,273000000000.0,대구광역시 달서구 계대동문로 77 (이곡동),42611.0,35.85575426,128.500776,20200620,2020,6,20,25751
4,두류문화한마당,대구광역시,달서구,2729010200.0,두류동,273000000000.0,대구광역시 달서구 야외음악당로 180 (두류동),42672.0,35.85115165,128.5561993,20200522,2020,5,22,4018
5,신창동 어울림축제,광주광역시,광산구,2920011800.0,신창동,292000000000.0,광주광역시 광산구 왕버들로 291 (신창동),62251.0,35.19563839999999,126.840969,20171028,2017,10,28,22944
6,제2회 하남동 도농공 한울타리 어울림축제,광주광역시,광산구,2920012500.0,하남동,292000000000.0,광주광역시 광산구 하남대로54번안길 133 (하남동),62336.0,35.178175,126.7999659,20171028,2017,10,28,29707
7,코로나19에 따른 축제 일체 잠정 중단,대구광역시,동구,2714011600.0,동호동,271000000000.0,대구광역시 동구 경안로 700 (동호동),41085.0,35.86471972,128.71429479999998,20200101,2020,1,1,27510
8,송년불꽃축제,경상남도,거제시,4831010200.0,장승포동,483000000000.0,경상남도 거제시 장승로 138 (장승포동),53322.0,34.8663093,128.7246401,20191231,2019,12,31,25781
9,춘천마임축제,강원도,춘천시,4211011200.0,효자동,421000000000.0,강원도 춘천시 춘천로 112 (효자동),24336.0,37.87309646,127.7278377,20190526,2019,5,26,8528
10,정월대보름축제,강원도,춘천시,4211012300.0,퇴계동,421000000000.0,강원도 춘천시 퇴계농공로 40 (퇴계동),24420.0,37.849584,127.74364479999998,20190219,2019,2,19,18687
11,주안미디어문화축제,인천광역시,미추홀구,2817710500.0,주안동,282000000000.0,인천광역시 미추홀구 경인로 351,22139.0,37.458746000000005,126.679586,20200918,2020,9,18,1744
12,춘천가족음악축제,강원도,춘천시,4211012100.0,온의동,421000000000.0,강원도 춘천시 방송길 109 (온의동),24363.0,37.86760654,127.7216035,20190921,2019,9,21,23773
13,김유정문학제,강원도,춘천시,4211033024.0,신동면,421000000000.0,강원도 춘천시 신동면 김유정로 1430-14,24412.0,37.81831318,127.717698,20191001,2019,10,1,8583
14,옹진군 해넘이 및 제야의 밤,인천광역시,옹진군,2872031024.0,북도면,287000000000.0,인천광역시 옹진군 북도면 장봉로 193,23112.0,37.53014696,126.372272,20191231,2019,12,31,10155
15,국사봉 해맞이행사,인천광역시,옹진군,2872036022.0,영흥면,287000000000.0,인천광역시 옹진군 영흥면 영흥북로231번길 3,23118.0,37.27012096,126.4931449,20191231,2019,12,31,23725
16,거제학동몽돌해변 불꽃축제,경상남도,거제시,4831032028.0,동부면,483000000000.0,경상남도 거제시 동부면 거제대로 946,53332.0,34.77438469,128.6408652,20191019,2019,10,19,11827
